share_name                     ,number,first_date,last_date
LINDE PLC        EO 0*001      ,A2DSYC.ETR,13.11.2020,23.04.2021
LINDT SPRUENGLI PS  SF 10      ,870503.FFM,11.10.2019,01.01.2019
LINDT SPRUENGLI PS  SF 10      ,870503.ETR,28.06.2019,28.06.2019
LION E-MOBILITY AG SF-*13      ,A1JG3H.ETR,13.11.2020,23.02.2021
LION E-MOBILITY AG SF-*13      ,A1JG3H.FFM,13.11.2020,23.04.2021
LION E-MOBILITY AG SF-*13      ,A2QH97.ETR,26.03.2021,23.04.2021
LION E-MOBILITY AG SF-*13      ,A2QH97.FFM,26.03.2021,23.04.2021
LITHIA MOTORS INC. A           ,914076.ETR,15.01.2021,23.04.2021
LITHIA MOTORS INC. A           ,914076.FFM,15.01.2021,23.04.2021
LIVE NATION ENTMT.DL -*01      ,A0H0VZ.ETR,13.11.2020,23.04.2021
LIVE NATION ENTMT.DL -*01      ,A0H0VZ.FFM,13.11.2020,23.04.2021
LLOYD FONDS AG                 ,A12UP2.FFM,13.11.2020,23.04.2021
LLOYD FONDS AG                 ,A12UP2.ETR,13.11.2020,23.04.2021
LLOYD FONDS AG  JGE O.N.       ,A3H3LG.ETR,16.02.2021,23.04.2021
LLOYD FONDS AG  JGE O.N.       ,A3H3LG.FFM,16.02.2021,23.04.2021
LLOYDS BKG GRP     LS-*10      ,871784.FFM,13.11.2020,23.04.2021
LLOYDS BKG GRP     LS-*10      ,871784.ETR,13.11.2020,23.04.2021
LOCKHEED MARTIN    DL 1        ,894648.FFM,13.11.2020,23.04.2021
LOCKHEED MARTIN    DL 1        ,894648.ETR,13.11.2020,23.04.2021
LOGMEIN INC.       DL-*01      ,A0X861.FFM,30.09.2020,30.10.2020
LOGMEIN INC.       DL-*01      ,A0X861.ETR,31.08.2020,31.08.2020
LOGWIN AG NAM. O.N.            ,A2DR54.FFM,13.11.2020,23.04.2021
LOGWIN AG NAM. O.N.            ,A2DR54.ETR,13.11.2020,23.04.2021
LOTTO24 AG  Z.UMT.             ,LTT026.FFM,21.06.2019,21.06.2019
LOTTO24 AG  Z.UMT.             ,LTT026.ETR,29.04.2019,29.04.2019
LOTTO24 AG NA O.N.             ,LTT247.FFM,13.11.2020,23.04.2021
LOTTO24 AG NA O.N.             ,LTT247.ETR,13.11.2020,23.04.2021
LOTTO24 AG NA O.N.             ,LTT024.ETR,19.08.2020,19.08.2020
LOTTO24 AG NA O.N.             ,LTT024.FFM,30.09.2020,01.01.2019
LPKF LASER+ELECTRON.           ,645000.FFM,13.11.2020,23.04.2021
LPKF LASER+ELECTRON.           ,645000.ETR,13.11.2020,23.04.2021
LS INVEST AG INH O.N.          ,613120.FFM,13.11.2020,23.04.2021
LS INVEST AG INH O.N.          ,613120.ETR,13.11.2020,23.04.2021
LS TELCOM AG                   ,575440.ETR,13.11.2020,23.04.2021
LS TELCOM AG                   ,575440.FFM,13.11.2020,23.04.2021
LUDW.BECK A.RATHAUSECK         ,519990.FFM,13.11.2020,23.04.2021
LUDW.BECK A.RATHAUSECK         ,519990.ETR,13.11.2020,23.04.2021
LUFTHANSA AG VNA O.N.          ,823212.FFM,13.11.2020,23.04.2021
LUFTHANSA AG VNA O.N.          ,823212.ETR,13.11.2020,23.04.2021
LUKOIL SP.ADR     RL-*025      ,A1420E.ETR,13.11.2020,22.03.2021
LUKOIL SP.ADR     RL-*025      ,A1420E.FFM,13.11.2020,23.04.2021
LULULEMON ATHLETICA INC.       ,A0MXBY.ETR,15.01.2021,23.04.2021
LULULEMON ATHLETICA INC.       ,A0MXBY.FFM,15.01.2021,23.04.2021
LUMEN TECHNOLOGIES   DL 1      ,A2QMYN.ETR,26.01.2021,23.04.2021
LUMEN TECHNOLOGIES   DL 1      ,A2QMYN.FFM,27.01.2021,23.04.2021
LUMEN TECHNOLOGIES   DL 1      ,866405.ETR,13.11.2020,22.01.2021
LUMENTUM HLDGS IN.DL-*001      ,A14WK0.ETR,13.11.2020,23.04.2021
LUMENTUM HLDGS IN.DL-*001      ,A14WK0.FFM,13.11.2020,23.04.2021
LVMH               EO 0*3      ,853292.FFM,13.11.2020,23.04.2021
LVMH               EO 0*3      ,853292.ETR,13.11.2020,23.04.2021
LX.IF-L.CO.MO.UK NT DR D       ,LYX0YA.FFM,27.12.2019,27.12.2019
LYFT INC. CL.A -*00001         ,A2PE38.FFM,13.11.2020,23.04.2021
LYFT INC. CL.A -*00001         ,A2PE38.ETR,13.11.2020,23.04.2021
LYX I.-L.MSCIEMU VA. D         ,LYX0W4.FFM,27.12.2019,27.12.2019
LYX.BU.DA.(-2X)INV.UETF A      ,LYX0FW.FFM,22.11.2019,22.11.2019
LYX.BU.DA.(2X)LEV.UETF A       ,LYX0L9.FFM,07.02.2020,07.02.2020
LYX.D.JON.IN.AV.U.ETF D        ,541779.FFM,07.02.2020,07.02.2020
LYX.EUR.OVERN.RET.U.ETF A      ,LYX0B6.FFM,27.12.2019,27.12.2019
LYX.EURO ST.50D.(-1X)I. A      ,A0MNT8.FFM,22.11.2019,22.11.2019
LYX.HW.WP MSCI CH.A(DR) A      ,LYX0SL.FFM,21.06.2019,21.06.2019
LYX.IF-ROB.AI DLA              ,LYX0ZN.FFM,27.12.2019,27.12.2019
LYX.JAP.(TOPIX)(DR) DEO        ,A0ESMK.FFM,27.12.2019,27.12.2019
LYX.MSCI EUROPE(DR)UETF D      ,A0JDGC.FFM,27.12.2019,27.12.2019
LYX.MSCI GREECE U.E.D          ,LYX0BF.FFM,27.12.2019,27.12.2019
LYXOR I.-C.EOS.300(DR)UEA      ,LYX0Q1.FFM,27.12.2019,27.12.2019
LYXOR I.-CO.EO ST.50(DR)A      ,LYX0Q2.FFM,27.12.2019,27.12.2019
LYXOR JPMORG.MUL.-F.W. A       ,LYX0U0.FFM,07.02.2020,07.02.2020
LYXOR MSCI E.M.U.ETF C-EO      ,LYX0BX.FFM,27.12.2019,27.12.2019
LYXOR NEW ENERGY UC.ETF D      ,LYX0CB.FFM,07.02.2020,07.02.2020
M+T BANK           DL-*50      ,863582.ETR,15.01.2021,23.04.2021
M+T BANK           DL-*50      ,863582.FFM,15.01.2021,23.04.2021
M.-L.I.E.2-10Y I.E.UE AEO      ,LYX008.FFM,07.02.2020,07.02.2020
M.A.-ISTOXX ASIA ID.U.ETF      ,A0MU3S.FFM,27.12.2019,27.12.2019
M.A.-RICI AGRIC.IND.UETF       ,A0MMBJ.FFM,27.12.2019,27.12.2019
M.A.-RICI METALS IN.UETF       ,A0MMBH.FFM,27.12.2019,27.12.2019
M.A.-STOX.CH.A.MI.V.I.CEO      ,A2JHE8.FFM,07.02.2020,07.02.2020
M1 KLINIKEN AG  O.N.           ,A0STSQ.FFM,13.11.2020,23.04.2021
M1 KLINIKEN AG  O.N.           ,A0STSQ.ETR,13.11.2020,23.04.2021
MACOM TECHN.SOL.H.DL-*001      ,A1JU1D.ETR,26.01.2021,23.04.2021
MACOM TECHN.SOL.H.DL-*001      ,A1JU1D.FFM,27.01.2021,23.04.2021
MACYS* INC.        DL-*01      ,A0MS7Y.FFM,13.11.2020,23.04.2021
MACYS* INC.        DL-*01      ,A0MS7Y.ETR,13.11.2020,23.04.2021
MAGFORCE AG                    ,A0HGQF.FFM,13.11.2020,23.04.2021
MAGFORCE AG                    ,A0HGQF.ETR,13.11.2020,23.04.2021
MAIER + PARTNER O.N.           ,A1MMCY.ETR,16.04.2020,16.04.2020
MAIER + PARTNER O.N.           ,A1MMCY.FFM,19.06.2020,01.01.2019
MALLINCKRODT PLC  DL -*20      ,A1W0TN.ETR,30.09.2020,12.10.2020
MAN SE ST O.N.                 ,593700.FFM,13.11.2020,23.04.2021
MAN SE ST O.N.                 ,593700.ETR,13.11.2020,23.04.2021
MAN SE VZO O.N.                ,593703.FFM,13.11.2020,23.04.2021
MAN SE VZO O.N.                ,593703.ETR,13.11.2020,23.04.2021
MANZ AG                        ,A0JQ5U.FFM,13.11.2020,23.04.2021
MANZ AG                        ,A0JQ5U.ETR,13.11.2020,23.04.2021
MARATHON OIL         DL 1      ,852789.ETR,15.01.2021,23.04.2021
MARATHON OIL         DL 1      ,852789.FFM,15.01.2021,23.04.2021
MARATHON PETROLEUM DL-*01      ,A1JEXK.ETR,15.01.2021,23.04.2021
MARATHON PETROLEUM DL-*01      ,A1JEXK.FFM,15.01.2021,23.04.2021
MARKETAXESS HLDGS DL-*001      ,A0B897.ETR,15.01.2021,23.04.2021
MARKETAXESS HLDGS DL-*001      ,A0B897.FFM,15.01.2021,23.04.2021
MARRIOTT INTL A    DL-*01      ,913070.ETR,15.01.2021,23.04.2021
MARRIOTT INTL A    DL-*01      ,913070.FFM,15.01.2021,23.04.2021
MARRIOTT VAC.WORLD.DL-*01      ,A1JNDJ.ETR,13.11.2020,23.04.2021
MARRIOTT VAC.WORLD.DL-*01      ,A1JNDJ.FFM,13.11.2020,23.04.2021
MARSH+MCLENNAN COS.INC.D1      ,858415.ETR,13.11.2020,23.04.2021
MARSH+MCLENNAN COS.INC.D1      ,858415.FFM,13.11.2020,23.04.2021
MASCO CORP.          DL 1      ,856632.ETR,15.01.2021,23.04.2021
MASCO CORP.          DL 1      ,856632.FFM,15.01.2021,23.04.2021
MASTERCARD INC.A DL-*0001      ,A0F602.FFM,13.11.2020,23.04.2021
MASTERCARD INC.A DL-*0001      ,A0F602.ETR,13.11.2020,23.04.2021
MASTERFLEX O.N.                ,549293.FFM,13.11.2020,23.04.2021
MASTERFLEX O.N.                ,549293.ETR,13.11.2020,23.04.2021
MATADOR PART. GRP SF 1         ,A0Q3W8.FFM,08.05.2020,08.05.2020
MATADOR PART. GRP SF 1         ,A0Q3W8.ETR,28.06.2019,28.06.2019
MATCH GR.INC. NEW DL-*001      ,A2P75D.ETR,27.01.2021,23.04.2021
MATCH GR.INC. NEW DL-*001      ,A2P75D.FFM,27.01.2021,23.04.2021
MATERNUS-KLI.AG O.N.           ,604400.FFM,13.11.2020,23.04.2021
MATERNUS-KLI.AG O.N.           ,604400.ETR,13.11.2020,23.04.2021
MATTEL INC.          DL 1      ,851704.FFM,13.11.2020,23.04.2021
MATTEL INC.          DL 1      ,851704.ETR,13.11.2020,23.04.2021
MAX AUTOMATION SE NA O.N.      ,A2DA58.FFM,13.11.2020,23.04.2021
MAX AUTOMATION SE NA O.N.      ,A2DA58.ETR,13.11.2020,23.04.2021
MAX21 AG                       ,A0D88T.ETR,13.11.2020,01.12.2020
MAX21 AG  INH O.N.             ,A3H213.ETR,04.12.2020,23.04.2021
MAX21 AG  INH O.N.             ,A3H213.FFM,07.12.2020,23.04.2021
MAXIM INTEGR.PRODS DL-001      ,876158.FFM,13.11.2020,23.04.2021
MAXIM INTEGR.PRODS DL-001      ,876158.ETR,13.11.2020,23.04.2021
MBB SE O.N.                    ,A0ETBQ.FFM,13.11.2020,23.04.2021
MBB SE O.N.                    ,A0ETBQ.ETR,13.11.2020,23.04.2021
MBH CORP. PLC     EO 1         ,A2JDGJ.FFM,13.11.2020,23.04.2021
MBH CORP. PLC     EO 1         ,A2JDGJ.ETR,13.11.2020,23.04.2021
MCDONALDS CORP.   DL-*01       ,856958.FFM,13.11.2020,23.04.2021
MCDONALDS CORP.   DL-*01       ,856958.ETR,13.11.2020,23.04.2021
MCEWEN MINING INC.             ,A1JS7T.FFM,13.11.2020,23.04.2021
MCEWEN MINING INC.             ,A1JS7T.ETR,13.11.2020,23.04.2021
MEDIA AND GAMES INV. EO 1      ,A1JGT0.FFM,13.11.2020,23.04.2021
MEDIA AND GAMES INV. EO 1      ,A1JGT0.ETR,13.11.2020,23.04.2021
MEDICLIN AG                    ,659510.FFM,13.11.2020,23.04.2021
MEDICLIN AG                    ,659510.ETR,13.11.2020,23.04.2021
MEDIGENE AG NA O.N.            ,A1X3W0.FFM,13.11.2020,23.04.2021
MEDIGENE AG NA O.N.            ,A1X3W0.ETR,13.11.2020,23.04.2021
MEDION AG O.N.                 ,660500.FFM,13.11.2020,23.04.2021
MEDION AG O.N.                 ,660500.ETR,13.11.2020,23.04.2021
MEDIOS AG  O.N.                ,A1MMCC.FFM,13.11.2020,23.04.2021
MEDIOS AG  O.N.                ,A1MMCC.ETR,13.11.2020,23.04.2021
MEDIOS AG  O.N.  JGE           ,A28882.ETR,30.09.2020,26.10.2020
MEDIQON GROUP AG BZR           ,A3H3LK.FFM,26.03.2021,23.04.2021
MEDIQON GROUP AG BZR           ,A3H3LK.ETR,03.03.2021,03.03.2021
MEDIQON GROUP AG O.N.          ,661830.FFM,13.11.2020,23.04.2021
MEDIQON GROUP AG O.N.          ,661830.ETR,13.11.2020,23.04.2021
MEDTRONIC PLC    DL-*0001      ,A14M2J.FFM,13.11.2020,23.04.2021
MEDTRONIC PLC    DL-*0001      ,A14M2J.ETR,13.11.2020,23.04.2021
MENSCH UND MASCH.O.N.          ,658080.FFM,13.11.2020,23.04.2021
MENSCH UND MASCH.O.N.          ,658080.ETR,13.11.2020,23.04.2021
MERCADOLIBRE INC. DL-*001      ,A0MYNP.FFM,13.11.2020,23.04.2021
MERCADOLIBRE INC. DL-*001      ,A0MYNP.ETR,13.11.2020,23.04.2021
MERCK CO.          DL-*01      ,A0YD8Q.FFM,13.11.2020,23.04.2021
MERCK CO.          DL-*01      ,A0YD8Q.ETR,13.11.2020,23.04.2021
MERCK KGAA O.N.                ,659990.FFM,13.11.2020,23.04.2021
MERCK KGAA O.N.                ,659990.ETR,13.11.2020,23.04.2021
MERKUR PRIV.BK INH O.N.        ,814820.FFM,13.11.2020,23.04.2021
MERKUR PRIV.BK INH O.N.        ,814820.ETR,13.11.2020,23.04.2021
METLIFE INC.       DL-*01      ,934623.ETR,15.01.2021,23.04.2021
METLIFE INC.       DL-*01      ,934623.FFM,15.01.2021,23.04.2021
METRO AG   ST O.N.             ,BFB001.FFM,13.11.2020,23.04.2021
METRO AG   ST O.N.             ,BFB001.ETR,13.11.2020,23.04.2021
METRO AG   ST Z.VERK.          ,BFB0V1.FFM,13.11.2020,22.01.2021
METRO AG   ST Z.VERK.          ,BFB0V1.ETR,13.11.2020,22.12.2020
METRO AG   VZO O.N.            ,BFB002.FFM,13.11.2020,23.04.2021
METRO AG   VZO O.N.            ,BFB002.ETR,13.11.2020,23.04.2021
METRO AG   VZO Z.VERK.         ,BFB0V2.ETR,13.11.2020,22.12.2020
METRO AG  UNSP.ADR/0*50        ,A2QE15.ETR,13.11.2020,22.03.2021
METRO AG  UNSP.ADR/0*50        ,A2QE15.FFM,13.11.2020,23.04.2021
METRO AG ST O.N. Z.VERK.       ,A2YPGH.ETR,12.08.2019,12.08.2019
METRO AG ST O.N. Z.VERK.       ,A2YPGH.FFM,13.09.2019,13.09.2019
METRO AG VZO O.N.Z.VERK.       ,A2YPGJ.FFM,13.09.2019,13.09.2019
METRO AG VZO O.N.Z.VERK.       ,A2YPGJ.ETR,24.07.2019,24.07.2019
METTLER-TOLEDO INTL            ,910553.ETR,15.01.2021,23.04.2021
METTLER-TOLEDO INTL            ,910553.FFM,15.01.2021,23.04.2021
MEVIS MEDICAL SOL.NA O.N.      ,A0LBFE.ETR,13.11.2020,23.04.2021
MEVIS MEDICAL SOL.NA O.N.      ,A0LBFE.FFM,13.11.2020,23.04.2021
MGM RESORTS INTL  DL -*01      ,880883.FFM,13.11.2020,23.04.2021
MGM RESORTS INTL  DL -*01      ,880883.ETR,13.11.2020,23.04.2021
MIC AG                         ,A0KF6S.FFM,20.03.2020,01.01.2019
MIC AG                         ,A0KF6S.ETR,26.02.2020,26.02.2020
MIC AG  INH O.N.               ,A254W5.FFM,13.11.2020,23.04.2021
MIC AG  INH O.N.               ,A254W5.ETR,13.11.2020,23.04.2021
MICROCHIP TECH.   DL-*001      ,886105.FFM,13.11.2020,23.04.2021
MICROCHIP TECH.   DL-*001      ,886105.ETR,13.11.2020,23.04.2021
MICRON TECHN. INC. DL-*10      ,869020.FFM,13.11.2020,23.04.2021
MICRON TECHN. INC. DL-*10      ,869020.ETR,13.11.2020,23.04.2021
MICROSOFT    DL-*00000625      ,870747.FFM,13.11.2020,23.04.2021
MICROSOFT    DL-*00000625      ,870747.ETR,13.11.2020,23.04.2021
MICROVISION NEW DL -*001       ,A1JUDY.FFM,13.11.2020,23.04.2021
MICROVISION NEW DL -*001       ,A1JUDY.ETR,13.11.2020,23.04.2021
MLP SE  INH. O.N.              ,656990.FFM,13.11.2020,23.04.2021
MLP SE  INH. O.N.              ,656990.ETR,13.11.2020,23.04.2021
MMC NOR.NICK.PJSC ADR RL1      ,A140M9.FFM,13.11.2020,23.04.2021
MMC NOR.NICK.PJSC ADR RL1      ,A140M9.ETR,13.11.2020,22.03.2021
MOBOTIX AG O.N.                ,521830.FFM,13.11.2020,23.04.2021
MOBOTIX AG O.N.                ,521830.ETR,13.11.2020,23.04.2021
MODERNA INC.     DL-*0001      ,A2N9D9.FFM,25.11.2020,23.04.2021
MODERNA INC.     DL-*0001      ,A2N9D9.ETR,25.11.2020,23.04.2021
MOLOGEN AG  INH O.N.           ,A2LQ90.ETR,13.11.2020,26.11.2020
MOLSON COORS BEV B DL0*01      ,A0DPTB.ETR,15.01.2021,23.04.2021
MOLSON COORS BEV B DL0*01      ,A0DPTB.FFM,15.01.2021,23.04.2021
MONDELEZ INTL INC. A           ,A1J4U0.FFM,13.11.2020,23.04.2021
MONDELEZ INTL INC. A           ,A1J4U0.ETR,13.11.2020,23.04.2021
MORGAN STANLEY     DL-*01      ,885836.FFM,13.11.2020,23.04.2021
MORGAN STANLEY     DL-*01      ,885836.ETR,13.11.2020,23.04.2021
MORPHOSYS AG O.N.              ,663200.FFM,13.11.2020,23.04.2021
MORPHOSYS AG O.N.              ,663200.ETR,13.11.2020,23.04.2021
MORRISON SUPERMKTS LS-*10      ,880225.ETR,18.08.2020,18.08.2020
MORRISON SUPERMKTS LS-*10      ,880225.FFM,30.09.2020,30.10.2020
MOSAIC CO. DL-*01              ,A1JFWK.ETR,13.11.2020,23.04.2021
MOSAIC CO. DL-*01              ,A1JFWK.FFM,13.11.2020,23.04.2021
MOTOROLA SOLUTIONS DL-*01      ,A0YHMA.ETR,13.11.2020,23.04.2021
MOTOROLA SOLUTIONS DL-*01      ,A0YHMA.FFM,13.11.2020,23.04.2021
MOUNTAIN ALLIANCE NA O.N.      ,A12UK0.FFM,13.11.2020,23.04.2021
MOUNTAIN ALLIANCE NA O.N.      ,A12UK0.ETR,13.11.2020,23.04.2021
MPC MUENCH.PET.CAP.            ,A1TNWJ.FFM,13.11.2020,23.04.2021
MPC MUENCH.PET.CAP.            ,A1TNWJ.ETR,13.11.2020,23.04.2021
MPH HEALTH CARE  INH O.N       ,A289V0.FFM,13.11.2020,23.04.2021
MPH HEALTH CARE  INH O.N       ,A289V0.ETR,13.11.2020,23.04.2021
MPH HEALTH CARE  INH O.N.      ,A0L1H3.ETR,21.09.2020,21.09.2020
MPH HEALTH CARE  INH O.N.      ,A0L1H3.FFM,30.09.2020,01.01.2019
MS INDUSTRIE AG                ,585518.FFM,13.11.2020,23.04.2021
MS INDUSTRIE AG                ,585518.ETR,13.11.2020,23.04.2021
MSCI INC. A        DL-*01      ,A0M63R.ETR,15.01.2021,23.04.2021
MSCI INC. A        DL-*01      ,A0M63R.FFM,15.01.2021,23.04.2021
MTU AERO ENGINES NA NEUE       ,A3H23M.ETR,15.01.2021,21.04.2021
MTU AERO ENGINES NA NEUE       ,A3H23M.FFM,15.01.2021,23.04.2021
MTU AERO ENGINES NA NEUE       ,A254VD.ETR,05.08.2020,05.08.2020
MTU AERO ENGINES NA NEUE       ,A254VD.FFM,21.08.2020,21.08.2020
MTU AERO ENGINES NA O.N.       ,A0D9PT.FFM,13.11.2020,23.04.2021
MTU AERO ENGINES NA O.N.       ,A0D9PT.ETR,13.11.2020,23.04.2021
MTU AERO ENGINES NEUE NA       ,A2TSRN.FFM,17.05.2019,17.05.2019
MUEHLBAUER HOLD.AG O.N.        ,662720.FFM,13.11.2020,23.04.2021
MUEHLBAUER HOLD.AG O.N.        ,662720.ETR,13.11.2020,23.04.2021
MUEHLHAN             O.N.      ,A0KD0F.FFM,13.11.2020,23.04.2021
MUEHLHAN             O.N.      ,A0KD0F.ETR,13.11.2020,23.04.2021
MUELLER-LILA LOG. INH ON       ,621468.FFM,13.11.2020,23.04.2021
MUELLER-LILA LOG. INH ON       ,621468.ETR,13.11.2020,23.04.2021
MUENCH.RUECKVERS.VNA O.N.      ,843002.FFM,13.11.2020,23.04.2021
MUENCH.RUECKVERS.VNA O.N.      ,843002.ETR,13.11.2020,23.04.2021
MUL-L.AS.E.JAP. EOA            ,LYX014.FFM,15.03.2019,15.03.2019
MUL-L.AS.P.E.J. EOA            ,LYX015.FFM,22.11.2019,22.11.2019
MUL-L.C.T.R./C.COM.CRB TR      ,LYX0Z2.FFM,07.02.2020,07.02.2020
MUL-L.CHIN.ENT. EOA            ,LYX011.FFM,15.03.2019,15.03.2019
MUL-L.EA.E.E.R. EOA            ,LYX02C.FFM,17.05.2019,17.05.2019
MUL-L.EM LA.AM. EOA            ,LYX02D.FFM,27.12.2019,27.12.2019
MUL-L.EO C.F.2 EOA             ,LYX00K.FFM,13.09.2019,13.09.2019
MUL-L.EO C.S.2 EOA             ,LYX00J.FFM,13.09.2019,13.09.2019
MUL-L.EUROM.10-15YI.G. A       ,LYX0XF.FFM,22.11.2019,22.11.2019
MUL-L.HONG KONG EOD            ,LYX013.FFM,15.03.2019,15.03.2019
MUL-L.M.INDON. EOA             ,LYX019.FFM,19.04.2019,19.04.2019
MUL-L.M.TAIWAN EOA             ,LYX018.FFM,15.03.2019,15.03.2019
MUL-L.M.TURKEY EOA             ,LYX02F.FFM,27.12.2019,27.12.2019
MUL-L.O.M.KOREA EOA            ,LYX016.FFM,15.03.2019,15.03.2019
MUL-L.O.MALAYS. EOA            ,LYX017.FFM,22.11.2019,22.11.2019
MUL-L.S+PEUPACE EOA            ,LYX05H.FFM,30.09.2020,30.10.2020
MUL-L.US C.F.2 EOA             ,LYX00H.FFM,13.09.2019,13.09.2019
MUL-L.US C.S.2 EOA             ,LYX00G.FFM,11.10.2019,11.10.2019
MUL-LS+P500PACE DLA            ,LYX05J.FFM,30.09.2020,30.10.2020
MUL-LX.EO GOV.BD 1-3Y A        ,LYX0XH.FFM,27.12.2019,27.12.2019
MUL-LX.EO GOV.BD 15+Y A        ,LYX0VF.FFM,27.12.2019,27.12.2019
MUL-LX.EO GOV.BD A             ,LYX0XK.FFM,27.12.2019,27.12.2019
MUL-LX.GL.GEN.EQUALI. A        ,LYX0XS.FFM,27.12.2019,27.12.2019
MUL-LYX.CO.MOR.US EQ.DR D      ,LYX0YB.FFM,27.12.2019,27.12.2019
MUL-LYX.G.BD ESG S.DR ACC      ,LYX0X6.FFM,11.10.2019,11.10.2019
MUL-LYX.MSCI EM ASIA A         ,LYX0YF.FFM,07.02.2020,07.02.2020
MUL-LYX.MSCI W.C.S.TR AEO      ,LYX0GR.FFM,07.02.2020,07.02.2020
MUL-LYX.MSCI W.HCTRUE AEO      ,LYX0GM.FFM,27.12.2019,27.12.2019
MUL-LYX.MSCI WL.ESG T.L.A      ,LYX0YL.FFM,07.02.2020,07.02.2020
MUL-LYX.NASDAQ DAHEOA          ,LYX02Z.FFM,26.03.2021,23.04.2021
MUL-LYX.NASDAQ-100 UC.ETF      ,LYX00F.FFM,15.03.2019,15.03.2019
MUL-LYX.S+P500UC.ETF DEO       ,LYX0FS.FFM,27.12.2019,27.12.2019
MUTARES KGAA  NA O.N.          ,A2NB65.FFM,13.11.2020,23.04.2021
MUTARES KGAA  NA O.N.          ,A2NB65.ETR,13.11.2020,23.04.2021
MVISE AG O.N.                  ,620458.FFM,13.11.2020,23.04.2021
MVISE AG O.N.                  ,620458.ETR,13.11.2020,23.04.2021
MVV ENERGIE AG NA O.N.         ,A0H52F.FFM,13.11.2020,23.04.2021
MVV ENERGIE AG NA O.N.         ,A0H52F.ETR,13.11.2020,23.04.2021
MVV ENERGIE AG NA Z.VERK.      ,A289AV.ETR,23.06.2020,23.06.2020
MWB FAIRTRADE WPHDLSBK AG      ,665610.FFM,13.11.2020,23.04.2021
MWB FAIRTRADE WPHDLSBK AG      ,665610.ETR,13.11.2020,23.04.2021
MYBET HOLDING SE NA JGE        ,A2LQ7F.FFM,04.01.2019,01.01.2019
MYBET HOLDING SE NA O.N.       ,A2LQ00.FFM,04.01.2019,01.01.2019
MYBUCKS SA ORD.REG. EO 1       ,A2AJLT.ETR,13.11.2020,23.04.2021
MYBUCKS SA ORD.REG. EO 1       ,A2AJLT.FFM,13.11.2020,23.04.2021
MYHAMMER HOLDING AG O.N.       ,A11QWW.FFM,13.11.2020,23.04.2021
MYHAMMER HOLDING AG O.N.       ,A11QWW.ETR,13.11.2020,23.04.2021
MYNARIC AG  INH O.N.           ,A0JCY1.FFM,13.11.2020,23.04.2021
MYNARIC AG  INH O.N.           ,A0JCY1.ETR,13.11.2020,23.04.2021
MYRIAD GENETICS    DL-*01      ,897518.ETR,13.11.2020,23.04.2021
MYRIAD GENETICS    DL-*01      ,897518.FFM,13.11.2020,23.04.2021
NABALTEC AG INH.               ,A0KPPR.FFM,13.11.2020,23.04.2021
NABALTEC AG INH.               ,A0KPPR.ETR,13.11.2020,23.04.2021
NAGARRO SE  NA O.N.            ,A3H220.FFM,18.12.2020,23.04.2021
NAGARRO SE  NA O.N.            ,A3H220.ETR,18.12.2020,23.04.2021
NANOFOCUS O.N.                 ,540066.ETR,19.08.2020,19.08.2020
NANOFOCUS O.N.                 ,540066.FFM,30.09.2020,01.01.2019
NANOGATE SE I.A.INH. O.N.      ,A0JKHC.FFM,13.11.2020,23.04.2021
NANOGATE SE I.A.INH. O.N.      ,A0JKHC.ETR,13.11.2020,22.03.2021
NANOREPRO AG                   ,657710.FFM,13.11.2020,23.04.2021
NANOREPRO AG                   ,657710.ETR,13.11.2020,23.04.2021
NASDAQ INC.       DL -*01      ,813516.ETR,15.01.2021,23.04.2021
NASDAQ INC.       DL -*01      ,813516.FFM,15.01.2021,23.04.2021
NATIONAL GRID PLC              ,A2DQWX.FFM,13.11.2020,23.04.2021
NATIONAL GRID PLC              ,A2DQWX.ETR,13.11.2020,23.04.2021
NATWEST GROUP PLC LS 1         ,A1JXTD.FFM,13.11.2020,23.04.2021
NATWEST GROUP PLC LS 1         ,A1JXTD.ETR,13.11.2020,23.04.2021
NEMETSCHEK SE O.N.             ,645290.FFM,13.11.2020,23.04.2021
NEMETSCHEK SE O.N.             ,645290.ETR,13.11.2020,23.04.2021
NESTE OYJ                      ,A0D9U6.ETR,18.08.2020,23.04.2021
NESTE OYJ                      ,A0D9U6.FFM,30.09.2020,23.04.2021
NESTLE NAM.        SF-*10      ,A0Q4DC.ETR,14.12.2020,23.04.2021
NESTLE NAM.        SF-*10      ,A0Q4DC.FFM,30.10.2020,23.04.2021
NESTLE NAM. ADR/1 SF 1         ,883723.FFM,13.11.2020,23.04.2021
NESTLE NAM. ADR/1 SF 1         ,883723.ETR,13.11.2020,22.03.2021
NET DIGITAL AG INH O.N.        ,A2BPK3.FFM,13.11.2020,23.04.2021
NET DIGITAL AG INH O.N.        ,A2BPK3.ETR,13.11.2020,23.04.2021
NETAPP INC.                    ,A0NHKR.ETR,13.11.2020,23.04.2021
NETAPP INC.                    ,A0NHKR.FFM,13.11.2020,23.04.2021
NETFLIX INC.      DL-*001      ,552484.FFM,13.11.2020,23.04.2021
NETFLIX INC.      DL-*001      ,552484.ETR,13.11.2020,23.04.2021
NETFONDS AG  VNA O.N.          ,A1MME7.FFM,13.11.2020,23.04.2021
NETFONDS AG  VNA O.N.          ,A1MME7.ETR,13.11.2020,23.04.2021
NEW WORK SE  NA O.N.           ,NWRK01.FFM,13.11.2020,23.04.2021
